rank,client_hash_id,content_hash_id,predicted_decline_prob,baseline_score,content_archetype,recommended_action,priority_tier,effort_hours_assumption,safety_guardrail,gsc_impressions_apr,gsc_clicks_apr,gsc_avg_position_apr,ga4_pageviews_apr,reason_codes
52,client_20259bd6705d81d4,content_dfbfa3a932d6126e,0.762277139951895,2.142857142857143,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,1863.0,25.0,31.13116903514453,34.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
53,client_e547b89c05043229,content_b8acc6111b04923e,0.7611266315491125,1.9,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,2347.0,14.0,21.828219730783456,3.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
54,client_e5c2aa26a8598242,content_bf75f65b9c43e669,0.761102336620533,2.6333333333333333,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,8507.0,20.0,39.20196706701954,35.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
55,client_e5c2aa26a8598242,content_ce72e769fc1a97bd,0.7603516741059092,2.533333333333333,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,15694.0,26.0,37.40966327890636,26.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
56,client_62f4a7e64f5e0096,content_b365575f081288c3,0.7602165373278204,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,27520.0,355.0,3.8615209812879008,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
57,client_62f4a7e64f5e0096,content_e7c79604f38f86f5,0.7589082329139863,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,89051.0,391.0,3.2453301934328116,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
58,client_e547b89c05043229,content_3869d6e08c7ed65d,0.7571155061361656,2.433333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,8449.0,15.0,36.97388620782776,20.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
59,client_20259bd6705d81d4,content_aa412de014b806a0,0.7566933472126831,2.466666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,64529.0,12.0,40.46126638103119,21.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
60,client_20259bd6705d81d4,content_9c9d840a683aa9d9,0.7564110242256976,2.6333333333333333,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,12592.0,30.0,35.942584263183406,32.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
61,client_08a6a72ff48e62c0,content_fbad40eac1d846d6,0.7560706821252525,2.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,3986.0,12.0,29.91397502349336,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND | HIGH_W04_BASELINE_SIGNAL
62,client_08a6a72ff48e62c0,content_f343acd1e0b9ddff,0.7550548226033814,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,50921.0,250.0,6.112558351981625,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
63,client_e547b89c05043229,content_c2ea7257eca24053,0.754938148315582,2.1666666666666665,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,7531.0,10.0,33.387422500356,7.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND | HIGH_W04_BASELINE_SIGNAL
64,client_20259bd6705d81d4,content_5f8540740e0ff718,0.7543813517080423,2.8333333333333335,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P1_High_Priority,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,38584.0,51.0,39.574783944110365,58.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
65,client_62f4a7e64f5e0096,content_19e6329384fd8bb3,0.7541811101284009,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,34480.0,340.0,3.566708380784088,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
66,client_20259bd6705d81d4,content_c9c0d8bfb9443e6c,0.7538522852770524,2.533333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,17730.0,21.0,35.58676176279866,28.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
67,client_8ddc46da5414ffd8,content_ca63a02b1aead8f4,0.7536785006311155,0.8928571428571429,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,9559.0,199.0,6.671986945181625,0.0,HIGH_MODEL_DECLINE_RISK | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
68,client_e547b89c05043229,content_9b76202a02885037,0.7533292548950586,2.3,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,32094.0,11.0,43.855478396733886,13.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
69,client_08a6a72ff48e62c0,content_4583501696b1da5d,0.7531420167064447,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,42067.0,361.0,2.835217415754326,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
70,client_62f4a7e64f5e0096,content_dec63ecdf65ffdb6,0.7527231751427897,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,32296.0,371.0,2.3931887961151648,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
71,client_20259bd6705d81d4,content_f5b1433ef3cce601,0.7527225690042075,2.6666666666666665,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,15851.0,49.0,35.24593443864357,52.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
72,client_e547b89c05043229,content_4e48bd81bb37eb4f,0.7523799666400574,2.3666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,21603.0,15.0,30.387513797137913,12.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
73,client_20259bd6705d81d4,content_2497eec94fca654d,0.7523038033000646,2.5,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,26967.0,25.0,37.03381408798103,30.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
74,client_e5c2aa26a8598242,content_3f0ed7fb5fc06b5f,0.7521545968679788,2.5,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,8540.0,14.0,35.50463814206662,19.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
75,client_a80fca3f171ed1de,content_05e2cd2dd2b793c5,0.7504486684686179,2.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,45555.0,14.0,28.201104308939126,12.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND | HIGH_W04_BASELINE_SIGNAL
76,client_20259bd6705d81d4,content_34cdce458fbe2bc5,0.7497843387031327,2.2666666666666666,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,4985.0,12.0,35.27010522907112,23.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
77,client_e5c2aa26a8598242,content_e713608463bcd041,0.7478184696775521,2.3,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,6613.0,15.0,29.291797882348337,15.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
78,client_20259bd6705d81d4,content_c7da032c307b766a,0.7476889066728777,2.7333333333333334,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,37700.0,39.0,36.181233856118006,49.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
79,client_23a62021009f63c4,content_e01ded08223fdf0c,0.7475200685107901,2.433333333333333,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,3163.0,12.0,41.163223837991126,26.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
80,client_20259bd6705d81d4,content_0fd39d3024c6855f,0.7471387101651272,2.3333333333333335,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,3049.0,21.0,28.1880726071893,25.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
81,client_20259bd6705d81d4,content_597285b410f439c1,0.7468831595937164,2.2,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,10444.0,12.0,37.8977515681007,14.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
82,client_20259bd6705d81d4,content_4044c9522ad374d1,0.7468762614887602,2.2666666666666666,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,4732.0,10.0,33.86515660620933,15.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
83,client_fef1a8f436438636,content_0a54b69fc15779f9,0.7464319553487574,2.3333333333333335,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,1248.0,14.0,33.12672315640866,19.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
84,client_08a6a72ff48e62c0,content_b749d6a6ae61112b,0.7464312579271247,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,45287.0,216.0,6.292028892001562,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
85,client_62f4a7e64f5e0096,content_1251b5139ac3bee9,0.7462780639730991,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,28536.0,309.0,3.0949701497711333,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
86,client_08a6a72ff48e62c0,content_f09fbd3a373085b3,0.7452509569974836,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,16418.0,214.0,5.712865092902477,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
87,client_08a6a72ff48e62c0,content_a97be5b9c981dcf8,0.7450449720217592,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,33815.0,325.0,2.5948888231766216,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
88,client_e5c2aa26a8598242,content_d1db17521a55d9fc,0.7449321608423087,2.6,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P1_High_Priority,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,51135.0,41.0,36.12579254512628,44.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
89,client_23a62021009f63c4,content_da0958016ec52800,0.7448366079071327,2.3,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,9256.0,10.0,38.55342206178501,29.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
90,client_8ddc46da5414ffd8,content_5eb472c8e762978c,0.7446291770548366,0.9615384615384616,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P1_High_Priority,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,4835.0,130.0,8.770040135507534,0.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
91,client_62f4a7e64f5e0096,content_922f95c9418ff0ec,0.74378558029776,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,32368.0,277.0,4.039693796578197,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
92,client_a80fca3f171ed1de,content_c54d9bc240e64c0d,0.7437772277026886,1.9333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,5170.0,10.0,22.449788889831154,6.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
93,client_e547b89c05043229,content_b5a91be0a10cd899,0.7425088332585618,2.2,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,12665.0,33.0,30.26719615216764,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
94,client_8ddc46da5414ffd8,content_ccf192e9e6f2f77f,0.7423107865957133,0.8461538461538461,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P1_High_Priority,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,14409.0,147.0,8.014260508024249,0.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
95,client_20259bd6705d81d4,content_df977de3b77ec57c,0.7422570780294094,2.3666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,12889.0,15.0,33.00710391909482,21.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
96,client_a80fca3f171ed1de,content_c6e9ffcfe2e5f63d,0.7417970180576701,2.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,19942.0,19.0,32.50174788997107,31.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
97,client_08a6a72ff48e62c0,content_e6525b888c642f7f,0.7415944997150239,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,16827.0,179.0,6.839275967997891,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
98,client_08a6a72ff48e62c0,content_86797912f7a91030,0.7415034396652362,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,34107.0,226.0,5.116812868388822,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
99,client_20259bd6705d81d4,content_6ceb7d1ab2fcb5bf,0.7412131545464777,2.3333333333333335,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,6506.0,13.0,30.830668688879364,14.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
100,client_62f4a7e64f5e0096,content_0fbe3f5445bec59d,0.7410798043161189,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P1_High_Priority,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE | MANDATORY_SENIOR_EDITOR_SIGNOFF,26800.0,260.0,3.9449876260368706,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
